"Group.1","Group.2","x","timeWorked","cumTimeWorked","cumTickets","quarter","date","patron_community","ticket_id"
"251447","Government",2017-07-31,1.5,1189.3,408,2017 Q3,2017-07-31,"Government","251447"
"251641","Government",2017-07-31,0.5,1189.8,409,2017 Q3,2017-07-31,"Government","251641"
"251643","Government",2017-07-31,5,1194.8,410,2017 Q3,2017-07-31,"Government","251643"
"251766","Government",2017-07-31,1.5,1196.3,411,2017 Q3,2017-07-31,"Government","251766"
"252070","Government",2017-08-10,0.666666666666667,1196.96666666667,412,2017 Q3,2017-08-10,"Government","252070"
"252737","Government",2017-08-31,0.0833333333333333,1197.05,413,2017 Q3,2017-08-31,"Government","252737"
"253081","Government",2017-09-13,0.666666666666667,1197.71666666667,414,2017 Q3,2017-09-13,"Government","253081"
"253596","Government",2017-09-27,2,1199.71666666667,415,2017 Q3,2017-09-27,"Government","253596"
"251865","Government",2017-09-30,1.5,1201.21666666667,416,2017 Q3,2017-09-30,"Government","251865"
"252675","Government",2017-09-30,1.5,1202.71666666667,417,2017 Q3,2017-09-30,"Government","252675"
"252988","Government",2017-09-30,1.5,1204.21666666667,418,2017 Q3,2017-09-30,"Government","252988"
"253088","Government",2017-09-30,1.5,1205.71666666667,419,2017 Q3,2017-09-30,"Government","253088"
"253455","Government",2017-09-30,0.5,1206.21666666667,420,2017 Q3,2017-09-30,"Government","253455"
"254105","Government",2017-10-12,1.33333333333333,1207.55,421,2017 Q4,2017-10-12,"Government","254105"
"254235","Government",2017-10-13,2,1209.55,422,2017 Q4,2017-10-13,"Government","254235"
"254562","Government",2017-10-24,0.25,1209.8,423,2017 Q4,2017-10-24,"Government","254562"
"254674","Government",2017-10-26,1,1210.8,424,2017 Q4,2017-10-26,"Government","254674"
"254716","Government",2017-10-30,4,1214.8,425,2017 Q4,2017-10-30,"Government","254716"
"254895","Government",2017-11-06,0.833333333333333,1215.63333333333,426,2017 Q4,2017-11-06,"Government","254895"
"255317","Government",2017-11-14,0.0833333333333333,1215.71666666667,427,2017 Q4,2017-11-14,"Government","255317"
"255547","Government",2017-11-21,5.5,1221.21666666667,428,2017 Q4,2017-11-21,"Government","255547"
"256031","Government",2017-12-06,0.5,1221.71666666667,429,2017 Q4,2017-12-06,"Government","256031"
"255945","Government",2017-12-08,1,1222.71666666667,430,2017 Q4,2017-12-08,"Government","255945"
"256464","Government",2017-12-20,0.5,1223.21666666667,431,2017 Q4,2017-12-20,"Government","256464"
"254073","Government",2017-12-21,3,1226.21666666667,432,2017 Q4,2017-12-21,"Government","254073"
"254111","Government",2017-12-21,6,1232.21666666667,433,2017 Q4,2017-12-21,"Government","254111"
"254831","Government",2017-12-21,1,1233.21666666667,434,2017 Q4,2017-12-21,"Government","254831"
"255141","Government",2017-12-21,0.5,1233.71666666667,435,2017 Q4,2017-12-21,"Government","255141"
"255741","Government",2017-12-21,1,1234.71666666667,436,2017 Q4,2017-12-21,"Government","255741"
"255895","Government",2017-12-21,4,1238.71666666667,437,2017 Q4,2017-12-21,"Government","255895"
"256860","Government",2018-01-08,1.5,1240.21666666667,438,2018 Q1,2018-01-08,"Government","256860"
"257047","Government",2018-01-11,0.333333333333333,1240.55,439,2018 Q1,2018-01-11,"Government","257047"
"257115","Government",2018-01-12,0.5,1241.05,440,2018 Q1,2018-01-12,"Government","257115"
"257480","Government",2018-01-22,0.75,1241.8,441,2018 Q1,2018-01-22,"Government","257480"
"258130","Government",2018-02-07,0.25,1242.05,442,2018 Q1,2018-02-07,"Government","258130"
"258158","Government",2018-02-09,0.416666666666667,1242.46666666667,443,2018 Q1,2018-02-09,"Government","258158"
"258514","Government",2018-02-16,0.166666666666667,1242.63333333333,444,2018 Q1,2018-02-16,"Government","258514"
"256553","Government",2018-02-28,3,1245.63333333333,445,2018 Q1,2018-02-28,"Government","256553"
"256579","Government",2018-02-28,3,1248.63333333333,446,2018 Q1,2018-02-28,"Government","256579"
"257030","Government",2018-02-28,1.5,1250.13333333333,447,2018 Q1,2018-02-28,"Government","257030"
"257598","Government",2018-02-28,4,1254.13333333333,448,2018 Q1,2018-02-28,"Government","257598"
"257816","Government",2018-02-28,1,1255.13333333333,449,2018 Q1,2018-02-28,"Government","257816"
"258599","Government",2018-02-28,1,1256.13333333333,450,2018 Q1,2018-02-28,"Government","258599"
"259147","Government",2018-03-05,0.0833333333333333,1256.21666666667,451,2018 Q1,2018-03-05,"Government","259147"
"259250","Government",2018-03-08,1.66666666666667,1257.88333333333,452,2018 Q1,2018-03-08,"Government","259250"
"259278","Government",2018-03-08,0.5,1258.38333333333,453,2018 Q1,2018-03-08,"Government","259278"
"259342","Government",2018-03-09,1,1259.38333333333,454,2018 Q1,2018-03-09,"Government","259342"
"259347","Government",2018-03-09,1,1260.38333333333,455,2018 Q1,2018-03-09,"Government","259347"
"259837","Government",2018-03-21,0.25,1260.63333333333,456,2018 Q1,2018-03-21,"Government","259837"
"259990","Government",2018-03-23,0.5,1261.13333333333,457,2018 Q1,2018-03-23,"Government","259990"
"259104","Government",2018-03-30,1.5,1262.63333333333,458,2018 Q1,2018-03-30,"Government","259104"
"260851","Government",2018-04-13,0.5,1263.13333333333,459,2018 Q2,2018-04-13,"Government","260851"
"260888","Government",2018-04-24,0.75,1263.88333333333,460,2018 Q2,2018-04-24,"Government","260888"
"261314","Government",2018-04-27,0.5,1264.38333333333,461,2018 Q2,2018-04-27,"Government","261314"
"261379","Government",2018-05-11,1,1265.38333333333,462,2018 Q2,2018-05-11,"Government","261379"
"262363","Government",2018-05-29,0.5,1265.88333333333,463,2018 Q2,2018-05-29,"Government","262363"
"262449","Government",2018-05-30,1.5,1267.38333333333,464,2018 Q2,2018-05-30,"Government","262449"
"262909","Government",2018-06-11,0.166666666666667,1267.55,465,2018 Q2,2018-06-11,"Government","262909"
"263168","Government",2018-06-21,0.5,1268.05,466,2018 Q2,2018-06-21,"Government","263168"
"263575","Government",2018-06-29,0.5,1268.55,467,2018 Q2,2018-06-29,"Government","263575"
"263220","Government",2018-07-02,0.5,1269.05,468,2018 Q3,2018-07-02,"Government","263220"
"264053","Government",2018-07-09,0.5,1269.55,469,2018 Q3,2018-07-09,"Government","264053"
"264208","Government",2018-07-11,0.5,1270.05,470,2018 Q3,2018-07-11,"Government","264208"
"264461","Government",2018-07-19,0.0833333333333333,1270.13333333333,471,2018 Q3,2018-07-19,"Government","264461"
"265020","Government",2018-08-08,1,1271.13333333333,472,2018 Q3,2018-08-08,"Government","265020"
"266039","Government",2018-08-28,2.33333333333333,1273.46666666667,473,2018 Q3,2018-08-28,"Government","266039"
"266189","Government",2018-08-28,0.166666666666667,1273.63333333333,474,2018 Q3,2018-08-28,"Government","266189"
"266253","Government",2018-08-29,0.5,1274.13333333333,475,2018 Q3,2018-08-29,"Government","266253"
"263349","Government",2018-08-31,2,1276.13333333333,476,2018 Q3,2018-08-31,"Government","263349"
"264423","Government",2018-08-31,1,1277.13333333333,477,2018 Q3,2018-08-31,"Government","264423"
"264527","Government",2018-08-31,0.5,1277.63333333333,478,2018 Q3,2018-08-31,"Government","264527"
"264640","Government",2018-08-31,6,1283.63333333333,479,2018 Q3,2018-08-31,"Government","264640"
"264979","Government",2018-08-31,0.75,1284.38333333333,480,2018 Q3,2018-08-31,"Government","264979"
"265155","Government",2018-08-31,1,1285.38333333333,481,2018 Q3,2018-08-31,"Government","265155"
"265278","Government",2018-08-31,1,1286.38333333333,482,2018 Q3,2018-08-31,"Government","265278"
"265374","Government",2018-08-31,1,1287.38333333333,483,2018 Q3,2018-08-31,"Government","265374"
"265641","Government",2018-08-31,0.5,1287.88333333333,484,2018 Q3,2018-08-31,"Government","265641"
"266132","Government",2018-09-07,0.5,1288.38333333333,485,2018 Q3,2018-09-07,"Government","266132"
"267085","Government",2018-09-17,0.166666666666667,1288.55,486,2018 Q3,2018-09-17,"Government","267085"
"267367","Government",2018-09-26,0.5,1289.05,487,2018 Q3,2018-09-26,"Government","267367"
"267013","Government",2018-09-30,1,1290.05,488,2018 Q3,2018-09-30,"Government","267013"
"267287","Government",2018-09-30,0.25,1290.3,489,2018 Q3,2018-09-30,"Government","267287"
"267322","Government",2018-09-30,2,1292.3,490,2018 Q3,2018-09-30,"Government","267322"
"267360","Government",2018-09-30,4,1296.3,491,2018 Q3,2018-09-30,"Government","267360"
"267570","Government",2018-10-01,7,1303.3,492,2018 Q4,2018-10-01,"Government","267570"
"268131","Government",2018-10-12,1,1304.3,493,2018 Q4,2018-10-12,"Government","268131"
"268146","Government",2018-10-12,0.25,1304.55,494,2018 Q4,2018-10-12,"Government","268146"
"268235","Government",2018-10-31,0.5,1305.05,495,2018 Q4,2018-10-31,"Government","268235"
"268350","Government",2018-10-31,0.25,1305.3,496,2018 Q4,2018-10-31,"Government","268350"
"268399","Government",2018-10-31,3,1308.3,497,2018 Q4,2018-10-31,"Government","268399"
"268561","Government",2018-10-31,3,1311.3,498,2018 Q4,2018-10-31,"Government","268561"
"268591","Government",2018-10-31,0.25,1311.55,499,2018 Q4,2018-10-31,"Government","268591"
"268914","Government",2018-11-05,0.333333333333333,1311.88333333333,500,2018 Q4,2018-11-05,"Government","268914"
"269733","Government",2018-11-28,0.0833333333333333,1311.96666666667,501,2018 Q4,2018-11-28,"Government","269733"
"268846","Government",2018-11-30,3,1314.96666666667,502,2018 Q4,2018-11-30,"Government","268846"
"268926","Government",2018-11-30,2,1316.96666666667,503,2018 Q4,2018-11-30,"Government","268926"
"269133","Government",2018-11-30,2,1318.96666666667,504,2018 Q4,2018-11-30,"Government","269133"
"269266","Government",2018-11-30,2,1320.96666666667,505,2018 Q4,2018-11-30,"Government","269266"
"269300","Government",2018-11-30,1.5,1322.46666666667,506,2018 Q4,2018-11-30,"Government","269300"
"269551","Government",2018-11-30,2,1324.46666666667,507,2018 Q4,2018-11-30,"Government","269551"
"270131","Government",2018-12-31,2,1326.46666666667,508,2018 Q4,2018-12-31,"Government","270131"
"270643","Government",2018-12-31,1,1327.46666666667,509,2018 Q4,2018-12-31,"Government","270643"
"270673","Government",2018-12-31,0.25,1327.71666666667,510,2018 Q4,2018-12-31,"Government","270673"
"271236","Government",2019-01-14,1,1328.71666666667,511,2019 Q1,2019-01-14,"Government","271236"
"271265","Government",2019-01-16,2.9,1331.61666666667,512,2019 Q1,2019-01-16,"Government","271265"
"272032","Government",2019-02-04,0.25,1331.86666666667,513,2019 Q1,2019-02-04,"Government","272032"
"272002","Government",2019-02-10,3,1334.86666666667,514,2019 Q1,2019-02-10,"Government","272002"
"272279","Government",2019-02-10,0.5,1335.36666666667,515,2019 Q1,2019-02-10,"Government","272279"
"272193","Government",2019-02-13,2,1337.36666666667,516,2019 Q1,2019-02-13,"Government","272193"
"272669","Government",2019-02-21,0.0833333333333333,1337.45,517,2019 Q1,2019-02-21,"Government","272669"
"270472","Government",2019-02-28,1,1338.45,518,2019 Q1,2019-02-28,"Government","270472"
"271117","Government",2019-02-28,1,1339.45,519,2019 Q1,2019-02-28,"Government","271117"
"271521","Government",2019-02-28,4.5,1343.95,520,2019 Q1,2019-02-28,"Government","271521"
"271756","Government",2019-02-28,1,1344.95,521,2019 Q1,2019-02-28,"Government","271756"
"272181","Government",2019-02-28,2,1346.95,522,2019 Q1,2019-02-28,"Government","272181"
"272655","Government",2019-02-28,4.16666666666667,1351.11666666667,523,2019 Q1,2019-02-28,"Government","272655"
"272758","Government",2019-02-28,2,1353.11666666667,524,2019 Q1,2019-02-28,"Government","272758"
"272801","Government",2019-02-28,4,1357.11666666667,525,2019 Q1,2019-02-28,"Government","272801"
"272968","Government",2019-02-28,0.0833333333333333,1357.2,526,2019 Q1,2019-02-28,"Government","272968"
"273884","Government",2019-03-22,2,1359.2,527,2019 Q1,2019-03-22,"Government","273884"
"274120","Government",2019-03-31,7,1366.2,528,2019 Q1,2019-03-31,"Government","274120"
"274618","Government",2019-04-11,0.333333333333333,1366.53333333333,529,2019 Q2,2019-04-11,"Government","274618"
"274653","Government",2019-04-12,0.166666666666667,1366.7,530,2019 Q2,2019-04-12,"Government","274653"
"274677","Government",2019-04-15,0.0833333333333333,1366.78333333333,531,2019 Q2,2019-04-15,"Government","274677"
"275123","Government",2019-04-22,0.5,1367.28333333333,532,2019 Q2,2019-04-22,"Government","275123"
"274404","Government",2019-04-30,1.5,1368.78333333333,533,2019 Q2,2019-04-30,"Government","274404"
"274711","Government",2019-04-30,2.5,1371.28333333333,534,2019 Q2,2019-04-30,"Government","274711"
"274940","Government",2019-04-30,2.5,1373.78333333333,535,2019 Q2,2019-04-30,"Government","274940"
"275800","Government",2019-05-02,7.5,1381.28333333333,536,2019 Q2,2019-05-02,"Government","275800"
"276056","Government",2019-05-09,0.0833333333333333,1381.36666666667,537,2019 Q2,2019-05-09,"Government","276056"
"276363","Government",2019-05-17,0.5,1381.86666666667,538,2019 Q2,2019-05-17,"Government","276363"
"276683","Government",2019-05-28,3.33333333333333,1385.2,539,2019 Q2,2019-05-28,"Government","276683"
"275955","Government",2019-05-31,6,1391.2,540,2019 Q2,2019-05-31,"Government","275955"
"276568","Government",2019-05-31,3,1394.2,541,2019 Q2,2019-05-31,"Government","276568"
"276781","Government",2019-05-31,2,1396.2,542,2019 Q2,2019-05-31,"Government","276781"
"276745","Government",2019-06-04,3,1399.2,543,2019 Q2,2019-06-04,"Government","276745"
"277083","Government",2019-06-06,0.75,1399.95,544,2019 Q2,2019-06-06,"Government","277083"
"277543","Government",2019-06-17,0.5,1400.45,545,2019 Q2,2019-06-17,"Government","277543"
"277612","Government",2019-06-18,1.5,1401.95,546,2019 Q2,2019-06-18,"Government","277612"
"277604","Government",2019-06-30,3,1404.95,547,2019 Q2,2019-06-30,"Government","277604"
"127395","Health Policy",2011-12-22,7,7,1,2011 Q4,2011-12-22,"Health Policy","127395"
"133835","Health Policy",2012-03-28,11.5,18.5,2,2012 Q1,2012-03-28,"Health Policy","133835"
"135900","Health Policy",2012-04-18,2,20.5,3,2012 Q2,2012-04-18,"Health Policy","135900"
"143845","Health Policy",2012-09-10,0.25,20.75,4,2012 Q3,2012-09-10,"Health Policy","143845"
"144471","Health Policy",2012-09-18,1,21.75,5,2012 Q3,2012-09-18,"Health Policy","144471"
"146033","Health Policy",2012-10-23,8.33333333333333,30.0833333333333,6,2012 Q4,2012-10-23,"Health Policy","146033"
"146406","Health Policy",2012-11-02,19.5,49.5833333333333,7,2012 Q4,2012-11-02,"Health Policy","146406"
"146318","Health Policy",2012-11-09,5,54.5833333333333,8,2012 Q4,2012-11-09,"Health Policy","146318"
"147503","Health Policy",2012-11-09,0.0833333333333333,54.6666666666667,9,2012 Q4,2012-11-09,"Health Policy","147503"
"148156","Health Policy",2012-11-20,3,57.6666666666667,10,2012 Q4,2012-11-20,"Health Policy","148156"
"148652","Health Policy",2012-11-30,2,59.6666666666667,11,2012 Q4,2012-11-30,"Health Policy","148652"
"148864","Health Policy",2012-12-04,2,61.6666666666667,12,2012 Q4,2012-12-04,"Health Policy","148864"
"149055","Health Policy",2012-12-07,1,62.6666666666667,13,2012 Q4,2012-12-07,"Health Policy","149055"
"148991","Health Policy",2012-12-10,1,63.6666666666667,14,2012 Q4,2012-12-10,"Health Policy","148991"
"149330","Health Policy",2012-12-11,0.5,64.1666666666667,15,2012 Q4,2012-12-11,"Health Policy","149330"
"149674","Health Policy",2012-12-15,1,65.1666666666667,16,2012 Q4,2012-12-15,"Health Policy","149674"
"149452","Health Policy",2012-12-17,5,70.1666666666667,17,2012 Q4,2012-12-17,"Health Policy","149452"
"149897","Health Policy",2012-12-21,1.5,71.6666666666667,18,2012 Q4,2012-12-21,"Health Policy","149897"
"150116","Health Policy",2013-01-10,25,96.6666666666667,19,2013 Q1,2013-01-10,"Health Policy","150116"
"151347","Health Policy",2013-01-15,1.66666666666667,98.3333333333333,20,2013 Q1,2013-01-15,"Health Policy","151347"
"152387","Health Policy",2013-01-29,0.666666666666667,99,21,2013 Q1,2013-01-29,"Health Policy","152387"
"154102","Health Policy",2013-02-25,1,100,22,2013 Q1,2013-02-25,"Health Policy","154102"
"154653","Health Policy",2013-03-05,0.666666666666667,100.666666666667,23,2013 Q1,2013-03-05,"Health Policy","154653"
"151557","Health Policy",2013-03-06,2,102.666666666667,24,2013 Q1,2013-03-06,"Health Policy","151557"
"154797","Health Policy",2013-03-06,1,103.666666666667,25,2013 Q1,2013-03-06,"Health Policy","154797"
"155984","Health Policy",2013-03-29,3,106.666666666667,26,2013 Q1,2013-03-29,"Health Policy","155984"
"156331","Health Policy",2013-03-29,21,127.666666666667,27,2013 Q1,2013-03-29,"Health Policy","156331"
"156461","Health Policy",2013-04-01,1.66666666666667,129.333333333333,28,2013 Q2,2013-04-01,"Health Policy","156461"
"159121","Health Policy",2013-05-13,0.25,129.583333333333,29,2013 Q2,2013-05-13,"Health Policy","159121"
"160222","Health Policy",2013-06-03,0.166666666666667,129.75,30,2013 Q2,2013-06-03,"Health Policy","160222"
"160886","Health Policy",2013-06-14,12,141.75,31,2013 Q2,2013-06-14,"Health Policy","160886"
"161732","Health Policy",2013-06-28,1.5,143.25,32,2013 Q2,2013-06-28,"Health Policy","161732"
"162528","Health Policy",2013-07-12,2,145.25,33,2013 Q3,2013-07-12,"Health Policy","162528"
"162636","Health Policy",2013-07-15,1,146.25,34,2013 Q3,2013-07-15,"Health Policy","162636"
"162377","Health Policy",2013-07-29,1.5,147.75,35,2013 Q3,2013-07-29,"Health Policy","162377"
"164050","Health Policy",2013-07-29,0.5,148.25,36,2013 Q3,2013-07-29,"Health Policy","164050"
"164823","Health Policy",2013-08-12,4.5,152.75,37,2013 Q3,2013-08-12,"Health Policy","164823"
"165689","Health Policy",2013-08-28,0.25,153,38,2013 Q3,2013-08-28,"Health Policy","165689"
"165712","Health Policy",2013-08-29,0.75,153.75,39,2013 Q3,2013-08-29,"Health Policy","165712"
"165815","Health Policy",2013-08-30,0.25,154,40,2013 Q3,2013-08-30,"Health Policy","165815"
"166057","Health Policy",2013-09-04,0.25,154.25,41,2013 Q3,2013-09-04,"Health Policy","166057"
"166182","Health Policy",2013-09-05,1.33333333333333,155.583333333333,42,2013 Q3,2013-09-05,"Health Policy","166182"
"166640","Health Policy",2013-09-11,1.5,157.083333333333,43,2013 Q3,2013-09-11,"Health Policy","166640"
"167365","Health Policy",2013-09-20,6,163.083333333333,44,2013 Q3,2013-09-20,"Health Policy","167365"
"167661","Health Policy",2013-09-25,0.5,163.583333333333,45,2013 Q3,2013-09-25,"Health Policy","167661"
"168226","Health Policy",2013-10-04,1.5,165.083333333333,46,2013 Q4,2013-10-04,"Health Policy","168226"
"146838","Health Policy",2013-10-25,2,167.083333333333,47,2013 Q4,2013-10-25,"Health Policy","146838"
"169417","Health Policy",2013-10-28,4,171.083333333333,48,2013 Q4,2013-10-28,"Health Policy","169417"
"169919","Health Policy",2013-11-06,2,173.083333333333,49,2013 Q4,2013-11-06,"Health Policy","169919"
"170237","Health Policy",2013-11-13,2,175.083333333333,50,2013 Q4,2013-11-13,"Health Policy","170237"
"170880","Health Policy",2013-11-26,0.25,175.333333333333,51,2013 Q4,2013-11-26,"Health Policy","170880"
"170908","Health Policy",2013-11-26,1.66666666666667,177,52,2013 Q4,2013-11-26,"Health Policy","170908"
"171131","Health Policy",2013-12-03,0.5,177.5,53,2013 Q4,2013-12-03,"Health Policy","171131"
"171465","Health Policy",2013-12-09,0.333333333333333,177.833333333333,54,2013 Q4,2013-12-09,"Health Policy","171465"
"171586","Health Policy",2013-12-11,0.25,178.083333333333,55,2013 Q4,2013-12-11,"Health Policy","171586"
"171613","Health Policy",2013-12-11,0.166666666666667,178.25,56,2013 Q4,2013-12-11,"Health Policy","171613"
"171715","Health Policy",2013-12-13,0.5,178.75,57,2013 Q4,2013-12-13,"Health Policy","171715"
"171776","Health Policy",2013-12-19,2,180.75,58,2013 Q4,2013-12-19,"Health Policy","171776"
"172269","Health Policy",2014-01-06,0.166666666666667,180.916666666667,59,2014 Q1,2014-01-06,"Health Policy","172269"
"152944","Health Policy",2014-01-07,1,181.916666666667,60,2014 Q1,2014-01-07,"Health Policy","152944"
"172896","Health Policy",2014-01-17,0.666666666666667,182.583333333333,61,2014 Q1,2014-01-17,"Health Policy","172896"
"173092","Health Policy",2014-01-22,0.25,182.833333333333,62,2014 Q1,2014-01-22,"Health Policy","173092"
"173110","Health Policy",2014-01-22,0.25,183.083333333333,63,2014 Q1,2014-01-22,"Health Policy","173110"
"173425","Health Policy",2014-01-28,1,184.083333333333,64,2014 Q1,2014-01-28,"Health Policy","173425"
"173463","Health Policy",2014-01-28,0.333333333333333,184.416666666667,65,2014 Q1,2014-01-28,"Health Policy","173463"
"173821","Health Policy",2014-02-03,1.5,185.916666666667,66,2014 Q1,2014-02-03,"Health Policy","173821"
"173861","Health Policy",2014-02-04,1,186.916666666667,67,2014 Q1,2014-02-04,"Health Policy","173861"
"173903","Health Policy",2014-02-04,6.5,193.416666666667,68,2014 Q1,2014-02-04,"Health Policy","173903"
"174203","Health Policy",2014-02-10,0.75,194.166666666667,69,2014 Q1,2014-02-10,"Health Policy","174203"
"174478","Health Policy",2014-02-14,0.166666666666667,194.333333333333,70,2014 Q1,2014-02-14,"Health Policy","174478"
"175379","Health Policy",2014-03-03,0.25,194.583333333333,71,2014 Q1,2014-03-03,"Health Policy","175379"
"175399","Health Policy",2014-03-03,2,196.583333333333,72,2014 Q1,2014-03-03,"Health Policy","175399"
"175828","Health Policy",2014-03-11,0.25,196.833333333333,73,2014 Q1,2014-03-11,"Health Policy","175828"
"175935","Health Policy",2014-03-13,0.25,197.083333333333,74,2014 Q1,2014-03-13,"Health Policy","175935"
"177755","Health Policy",2014-04-21,0.5,197.583333333333,75,2014 Q2,2014-04-21,"Health Policy","177755"
"177790","Health Policy",2014-04-28,1.5,199.083333333333,76,2014 Q2,2014-04-28,"Health Policy","177790"
"178084","Health Policy",2014-04-28,0.333333333333333,199.416666666667,77,2014 Q2,2014-04-28,"Health Policy","178084"
"178902","Health Policy",2014-05-16,0.5,199.916666666667,78,2014 Q2,2014-05-16,"Health Policy","178902"
"178539","Health Policy",2014-06-04,4.5,204.416666666667,79,2014 Q2,2014-06-04,"Health Policy","178539"
"181052","Health Policy",2014-07-09,1.5,205.916666666667,80,2014 Q3,2014-07-09,"Health Policy","181052"
"183686","Health Policy",2014-08-20,0.5,206.416666666667,81,2014 Q3,2014-08-20,"Health Policy","183686"
"184522","Health Policy",2014-09-04,0.166666666666667,206.583333333333,82,2014 Q3,2014-09-04,"Health Policy","184522"
"187413","Health Policy",2014-10-24,6,212.583333333333,83,2014 Q4,2014-10-24,"Health Policy","187413"
"188026","Health Policy",2014-10-30,2,214.583333333333,84,2014 Q4,2014-10-30,"Health Policy","188026"
"189203","Health Policy",2014-11-12,0.5,215.083333333333,85,2014 Q4,2014-11-12,"Health Policy","189203"
"193400","Health Policy",2015-02-23,4,219.083333333333,86,2015 Q1,2015-02-23,"Health Policy","193400"
"193663","Health Policy",2015-02-23,0.25,219.333333333333,87,2015 Q1,2015-02-23,"Health Policy","193663"
"194827","Health Policy",2015-03-20,3.25,222.583333333333,88,2015 Q1,2015-03-20,"Health Policy","194827"
"194949","Health Policy",2015-03-30,8,230.583333333333,89,2015 Q1,2015-03-30,"Health Policy","194949"
"195765","Health Policy",2015-04-02,0.5,231.083333333333,90,2015 Q2,2015-04-02,"Health Policy","195765"
"217214","Health Policy",2015-06-08,3.5,234.583333333333,91,2015 Q2,2015-06-08,"Health Policy","217214"
"218181","Health Policy",2015-06-30,9,243.583333333333,92,2015 Q2,2015-06-30,"Health Policy","218181"
"227264","Health Policy",2015-09-30,3,246.583333333333,93,2015 Q3,2015-09-30,"Health Policy","227264"
"228260","Health Policy",2015-10-13,1.5,248.083333333333,94,2015 Q4,2015-10-13,"Health Policy","228260"
"229957","Health Policy",2015-12-03,1,249.083333333333,95,2015 Q4,2015-12-03,"Health Policy","229957"
"233695","Health Policy",2016-03-17,1.5,250.583333333333,96,2016 Q1,2016-03-17,"Health Policy","233695"
"234096","Health Policy",2016-03-30,16.5,267.083333333333,97,2016 Q1,2016-03-30,"Health Policy","234096"
"234511","Health Policy",2016-04-05,1.5,268.583333333333,98,2016 Q2,2016-04-05,"Health Policy","234511"
"237200","Health Policy",2016-06-16,3,271.583333333333,99,2016 Q2,2016-06-16,"Health Policy","237200"
"238410","Health Policy",2016-07-15,3,274.583333333333,100,2016 Q3,2016-07-15,"Health Policy","238410"
"241999","Health Policy",2016-12-30,4,278.583333333333,101,2016 Q4,2016-12-30,"Health Policy","241999"
"246538","Health Policy",2017-02-10,0.0833333333333333,278.666666666667,102,2017 Q1,2017-02-10,"Health Policy","246538"
"247205","Health Policy",2017-03-08,1,279.666666666667,103,2017 Q1,2017-03-08,"Health Policy","247205"
"247349","Health Policy",2017-03-08,2.83333333333333,282.5,104,2017 Q1,2017-03-08,"Health Policy","247349"
"248736","Health Policy",2017-05-04,0.5,283,105,2017 Q2,2017-05-04,"Health Policy","248736"
"252006","Health Policy",2017-08-09,6.83333333333333,289.833333333333,106,2017 Q3,2017-08-09,"Health Policy","252006"
"253731","Health Policy",2017-10-02,1,290.833333333333,107,2017 Q4,2017-10-02,"Health Policy","253731"
"254114","Health Policy",2017-10-11,1.5,292.333333333333,108,2017 Q4,2017-10-11,"Health Policy","254114"
"259422","Health Policy",2018-03-16,1,293.333333333333,109,2018 Q1,2018-03-16,"Health Policy","259422"
"259652","Health Policy",2018-03-16,1,294.333333333333,110,2018 Q1,2018-03-16,"Health Policy","259652"
"258950","Health Policy",2018-03-30,4,298.333333333333,111,2018 Q1,2018-03-30,"Health Policy","258950"
"266933","Health Policy",2018-09-12,1.5,299.833333333333,112,2018 Q3,2018-09-12,"Health Policy","266933"
"271376","Health Policy",2019-01-24,2,301.833333333333,113,2019 Q1,2019-01-24,"Health Policy","271376"
"272225","Health Policy",2019-02-07,0.5,302.333333333333,114,2019 Q1,2019-02-07,"Health Policy","272225"
"274340","Health Policy",2019-04-04,1.25,303.583333333333,115,2019 Q2,2019-04-04,"Health Policy","274340"
"275354","Health Policy",2019-04-24,0.166666666666667,303.75,116,2019 Q2,2019-04-24,"Health Policy","275354"
"126263","HEB",2011-11-29,8.5,8.5,1,2011 Q4,2011-11-29,"HEB","126263"
"130397","HEB",2012-01-27,5.83333333333333,14.3333333333333,2,2012 Q1,2012-01-27,"HEB","130397"
"135596","HEB",2012-04-11,3,17.3333333333333,3,2012 Q2,2012-04-11,"HEB","135596"
"136178","HEB",2012-04-24,13,30.3333333333333,4,2012 Q2,2012-04-24,"HEB","136178"
"136648","HEB",2012-05-08,28,58.3333333333333,5,2012 Q2,2012-05-08,"HEB","136648"
"137870","HEB",2012-05-25,32,90.3333333333333,6,2012 Q2,2012-05-25,"HEB","137870"
"138024","HEB",2012-05-30,7.5,97.8333333333333,7,2012 Q2,2012-05-30,"HEB","138024"
"138169","HEB",2012-06-06,23.6666666666667,121.5,8,2012 Q2,2012-06-06,"HEB","138169"
"139298","HEB",2012-06-21,14,135.5,9,2012 Q2,2012-06-21,"HEB","139298"
"139677","HEB",2012-06-29,7,142.5,10,2012 Q2,2012-06-29,"HEB","139677"
"139131","HEB",2012-07-09,7,149.5,11,2012 Q3,2012-07-09,"HEB","139131"
"140112","HEB",2012-07-10,0.5,150,12,2012 Q3,2012-07-10,"HEB","140112"
"140530","HEB",2012-07-25,18,168,13,2012 Q3,2012-07-25,"HEB","140530"
"141063","HEB",2012-07-30,0.333333333333333,168.333333333333,14,2012 Q3,2012-07-30,"HEB","141063"
"143381","HEB",2012-09-05,2.25,170.583333333333,15,2012 Q3,2012-09-05,"HEB","143381"
"143610","HEB",2012-09-11,3.16666666666667,173.75,16,2012 Q3,2012-09-11,"HEB","143610"
